Product URL,Product Name,Price,Rating,Reviews
/sspa/click?ie=UTF8&spc=MToyMDI2NjMyOTkwNDA0Njc5OjE2Nzk1MDg4ODg6c3BfYnRmOjIwMTEzNzg4MTc1Mzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB07MJZGXBP%2Fref%3Dsr_1_30_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508888%26sprefix%3Dba%252Caps%252C283%26sr%3D8-30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 212),"1,499",4.3,"(7,738)"
/sspa/click?ie=UTF8&spc=MTo4OTE0NjI1MTczNDUzMjQ3OjE2Nzk1MDg4OTA6c3BfYXRmOjIwMTEyMDk2MzE3NTk4OjowOjo&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508890%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,300",4.0,(13)
/sspa/click?ie=UTF8&spc=MTo4OTE0NjI1MTczNDUzMjQ3OjE2Nzk1MDg4OTA6c3BfYXRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508890%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","1,900",4.9,(23)
/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-3,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,"(52,349)"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-4,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,"(9,840)"
/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-5,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,"(3,791)"
/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-6,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.9,(573)
/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-7,TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),699,3.7,"(1,835)"
/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-8,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,"(6,332)"
/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-9,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,"(6,062)"
/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-10,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,131",4.3,"(5,175)"
/sspa/click?ie=UTF8&spc=MTo4OTE0NjI1MTczNDUzMjQ3OjE2Nzk1MDg4OTA6c3BfbXRmOjIwMDMxMzA3NTc2MDk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508890%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red),"1,349",4.3,"(7,738)"
/sspa/click?ie=UTF8&spc=MTo4OTE0NjI1MTczNDUzMjQ3OjE2Nzk1MDg4OTA6c3BfbXRmOjIwMTAwODU1MDk4NTk4OjowOjo&url=%2FFur-Jaden-resistant-Backpack-BM100_Brown%2Fdp%2FB07P5X6NSN%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508890%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students,889,4.2,"(2,238)"
/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-13,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",689,3.9,"(15,272)"
/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-14,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,"(18,034)"
/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QQZYN/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-15,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,510,3.8,(91)
/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-16,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",839,4.2,"(4,964)"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-17,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",565,4.3,"(9,840)"
/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-18,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,(117)
/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QM2GD/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-19,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,535,3.8,(91)
/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1679508890&sprefix=ba%2Caps%2C283&sr=8-20,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,799,4.0,"(10,761)"
/sspa/click?ie=UTF8&spc=MTo4OTE0NjI1MTczNDUzMjQ3OjE2Nzk1MDg4OTA6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508890%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.9,(18)
/sspa/click?ie=UTF8&spc=MTo4OTE0NjI1MTczNDUzMjQ3OjE2Nzk1MDg4OTA6c3BfYnRmOjIwMDcyMzk1NTEyNzAyOjowOjo&url=%2FArtistix-Unisex-Travel-Backpack-Repellent%2Fdp%2FB09B5DMGM1%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508890%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Artistix Avian Unisex Water Repellent Anti Theft Travel Backpack with USB Port (Black, 32 L)","1,989",4.6,(669)
/sspa/click?ie=UTF8&spc=MToxNjI5Nzc0MjYwMjA3NDE5OjE2Nzk1MDg4OTI6c3BfYXRmOjIwMTEyMDk2MzE3NTk4OjowOjo&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,300",4.0,(13)
/sspa/click?ie=UTF8&spc=MToxNjI5Nzc0MjYwMjA3NDE5OjE2Nzk1MDg4OTI6c3BfYXRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","1,900",4.9,(23)
/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-3,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,"(52,349)"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-4,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,"(9,840)"
/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-5,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,"(3,791)"
/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-6,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.9,(573)
/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-7,TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),699,3.7,"(1,835)"
/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-8,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,"(6,332)"
/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-9,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,"(6,062)"
/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-10,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,131",4.3,"(5,175)"
/sspa/click?ie=UTF8&spc=MToxNjI5Nzc0MjYwMjA3NDE5OjE2Nzk1MDg4OTI6c3BfbXRmOjIwMDMxMzA3NTc2MDk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red),"1,349",4.3,"(7,738)"
/sspa/click?ie=UTF8&spc=MToxNjI5Nzc0MjYwMjA3NDE5OjE2Nzk1MDg4OTI6c3BfbXRmOjIwMTAwODU1MDk4NTk4OjowOjo&url=%2FFur-Jaden-resistant-Backpack-BM100_Brown%2Fdp%2FB07P5X6NSN%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students,889,4.2,"(2,238)"
/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-13,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",689,3.9,"(15,272)"
/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-14,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,"(18,034)"
/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QQZYN/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-15,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,510,3.8,(91)
/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-16,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",839,4.2,"(4,964)"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-17,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",565,4.3,"(9,840)"
/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-18,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.7,(117)
/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QM2GD/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-19,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,535,3.8,(91)
/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1679508892&sprefix=ba%2Caps%2C283&sr=8-20,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,799,4.0,"(10,761)"
/sspa/click?ie=UTF8&spc=MToxNjI5Nzc0MjYwMjA3NDE5OjE2Nzk1MDg4OTI6c3BfYnRmOjIwMDcyMzk1NTEyNzAyOjowOjo&url=%2FArtistix-Unisex-Travel-Backpack-Repellent%2Fdp%2FB09B5DMGM1%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Artistix Avian Unisex Water Repellent Anti Theft Travel Backpack with USB Port (Black, 32 L)","1,989",4.6,(669)
/sspa/click?ie=UTF8&spc=MToxNjI5Nzc0MjYwMjA3NDE5OjE2Nzk1MDg4OTI6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508892%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.9,(18)
/sspa/click?ie=UTF8&spc=MTo3MzQwMTQ5MjAxMTE5NDQ3OjE2Nzk1MDg4OTQ6c3BfYXRmOjIwMTEyMDk2MzE3NTk4OjowOjo&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508894%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,300",4.0,(13)
/sspa/click?ie=UTF8&spc=MTo3MzQwMTQ5MjAxMTE5NDQ3OjE2Nzk1MDg4OTQ6c3BfYXRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508894%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","1,900",4.9,(23)
/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-3,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,199",4.0,"(52,349)"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-4,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,"(9,840)"
/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-5,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,"(3,791)"
/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-6,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.9,(573)
/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-7,TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),699,3.7,"(1,835)"
/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-8,Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,949,3.9,"(6,332)"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-9,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",565,4.3,"(9,840)"
/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-10,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,214,3.7,"(6,062)"
/sspa/click?ie=UTF8&spc=MTo3MzQwMTQ5MjAxMTE5NDQ3OjE2Nzk1MDg4OTQ6c3BfbXRmOjIwMDMxMzA3NTc2MDk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDGZR3%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508894%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Grey & Red),"1,349",4.3,"(7,738)"
/sspa/click?ie=UTF8&spc=MTo3MzQwMTQ5MjAxMTE5NDQ3OjE2Nzk1MDg4OTQ6c3BfbXRmOjIwMTAwODU1MDk4NTk4OjowOjo&url=%2FFur-Jaden-resistant-Backpack-BM100_Brown%2Fdp%2FB07P5X6NSN%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679508894%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students,889,4.2,"(2,238)"
/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-13,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,131",4.3,"(5,175)"
/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-14,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",689,3.9,"(15,272)"
/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1679508894&sprefix=ba%2Caps%2C283&sr=8-15,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),299,4.0,"(18,034)"
